Date,HomeTeam,AwayTeam,FTHG,FTAG,HA_Scored,Note
06/01/13,Milan,Siena,2,1,1,0.5153425325479323
06/01/13,Napoli,Roma,4,1,1,0.5491604271858022
06/01/13,Parma,Palermo,2,1,1,0.468695130980173
06/01/13,Udinese,Inter,3,0,0,0.4376817696607832
12/01/13,Bologna,Chievo,4,0,0,0.2859958501033717
12/01/13,Inter,Pescara,2,0,0,0.2981574533826229
13/01/13,Cagliari,Genoa,2,1,1,0.41590778630360703
13/01/13,Catania,Roma,1,0,0,0.45396448896400604
13/01/13,Lazio,Atalanta,2,0,0,0.315459232257563
13/01/13,Napoli,Palermo,3,0,0,0.3959543718886527
13/01/13,Parma,Juventus,1,1,1,0.47816740751484543
13/01/13,Sampdoria,Milan,0,0,0,0.451737899734084
13/01/13,Torino,Siena,3,2,1,0.4100605826479652
13/01/13,Udinese,Fiorentina,3,1,1,0.5479074697642197
19/01/13,Juventus,Udinese,4,0,0,0.38685776763529184
19/01/13,Milan,Bologna,2,1,1,0.4515674313808782
19/01/13,Palermo,Lazio,2,2,1,0.305292192276617
20/01/13,Atalanta,Cagliari,1,1,1,0.47740149604788484
20/01/13,Chievo,Parma,1,1,1,0.4896601698895291
20/01/13,Fiorentina,Napoli,1,1,1,0.4853621720593912
20/01/13,Genoa,Catania,0,2,0,0.42722940609000487
20/01/13,Pescara,Torino,0,2,0,0.22244761868229904
20/01/13,Roma,Inter,1,1,1,0.4836409395827287
20/01/13,Siena,Sampdoria,1,0,0,0.3686669944893557
26/01/13,Juventus,Genoa,1,1,1,0.3872037403590199
26/01/13,Lazio,Chievo,0,1,0,0.25212396707500195
27/01/13,Atalanta,Milan,0,1,0,0.4737183887956167
27/01/13,Bologna,Roma,3,3,1,0.4895337978874423
27/01/13,Cagliari,Palermo,1,1,1,0.44148818284553404
27/01/13,Catania,Fiorentina,2,1,1,0.50611531471903
27/01/13,Inter,Torino,2,2,1,0.38384051924159
27/01/13,Parma,Napoli,1,2,1,0.5783296111963833
27/01/13,Sampdoria,Pescara,6,0,0,0.20215877934976367
27/01/13,Udinese,Siena,1,0,0,0.4324453703457074
01/02/13,Roma,Cagliari,2,4,1,0.6354932803892147
02/02/13,Napoli,Catania,2,0,0,0.4217927086610809
02/02/13,Torino,Sampdoria,0,0,0,0.2897829658595499
03/02/13,Chievo,Juventus,1,2,1,0.3461031490712363
03/02/13,Fiorentina,Parma,2,0,0,0.5610389916397671
03/02/13,Genoa,Lazio,3,2,1,0.3833829776642419
03/02/13,Milan,Udinese,2,1,1,0.5128618916878414
03/02/13,Palermo,Atalanta,1,2,1,0.40453745096619287
03/02/13,Pescara,Bologna,2,3,1,0.3267487181660602
03/02/13,Siena,Inter,3,1,1,0.40025137796743904
09/02/13,Juventus,Fiorentina,2,0,0,0.4226074490496501
09/02/13,Lazio,Napoli,1,1,1,0.42515496350707394
10/02/13,Atalanta,Catania,0,0,0,0.3444843956561878
10/02/13,Bologna,Siena,1,1,1,0.49992134249694653
10/02/13,Cagliari,Milan,1,1,1,0.6261650889177353
10/02/13,Inter,Chievo,3,1,1,0.42215353935439903
10/02/13,Palermo,Pescara,1,1,1,0.37283970497102503
10/02/13,Parma,Genoa,0,0,0,0.497602127764802
10/02/13,Sampdoria,Roma,3,1,1,0.44568912924633647
10/02/13,Udinese,Torino,1,0,0,0.3333128955687422
15/02/13,Milan,Parma,2,1,1,0.6314861399898895
16/02/13,Chievo,Palermo,1,1,1,0.4500718680132547
16/02/13,Roma,Juventus,1,0,0,0.49221902320965905
17/02/13,Catania,Bologna,1,0,0,0.3357272315457439
17/02/13,Fiorentina,Inter,4,1,1,0.48789986684201103
17/02/13,Genoa,Udinese,1,0,0,0.3684530198693393
17/02/13,Napoli,Sampdoria,0,0,0,0.3574816784614163
17/02/13,Pescara,Cagliari,0,2,0,0.40676228431321415
17/02/13,Torino,Atalanta,2,1,1,0.3430094356494807
18/02/13,Siena,Lazio,3,0,0,0.34230051133009964
23/02/13,Palermo,Genoa,0,0,0,0.41640088026400707
24/02/13,Atalanta,Roma,2,3,1,0.5060284192034211
24/02/13,Cagliari,Torino,4,3,1,0.4693398688852597
24/02/13,Inter,Milan,1,1,1,0.6180245997826762
24/02/13,Juventus,Siena,3,0,0,0.3441006561956702
24/02/13,Parma,Catania,1,2,1,0.466556392103705
24/02/13,Sampdoria,Chievo,2,0,0,0.25828899059351834
25/02/13,Lazio,Pescara,2,0,0,0.2624444741209152
25/02/13,Udinese,Napoli,0,0,0,0.34760623734328
26/02/13,Bologna,Fiorentina,2,1,1,0.531493562593145
01/03/13,Napoli,Juventus,1,1,1,0.40467069510017073
02/03/13,Milan,Lazio,3,0,0,0.42005675323872377
03/03/13,Bologna,Cagliari,3,0,0,0.4984218845925406
03/03/13,Catania,Inter,2,3,1,0.47941199214275265
03/03/13,Fiorentina,Chievo,2,1,1,0.45174542993333233
03/03/13,Pescara,Udinese,0,1,0,0.22778675245351696
03/03/13,Roma,Genoa,3,1,1,0.5254799311681603
03/03/13,Sampdoria,Parma,1,0,0,0.3706346728300315
03/03/13,Siena,Atalanta,0,2,0,0.3352732987463142
03/03/13,Torino,Palermo,0,0,0,0.36011203033025485
08/03/13,Genoa,Milan,0,2,0,0.4271072915516371
09/03/13,Udinese,Roma,1,1,1,0.4877054400450666
10/03/13,Atalanta,Pescara,2,1,1,0.33092998576616117
10/03/13,Cagliari,Sampdoria,3,1,1,0.41931221589432466
10/03/13,Chievo,Napoli,2,0,0,0.37258440543196636
10/03/13,Inter,Bologna,0,1,0,0.4578382888530783
10/03/13,Juventus,Catania,1,0,0,0.2962622333533843
10/03/13,Lazio,Fiorentina,0,2,0,0.3862757403441296
10/03/13,Palermo,Siena,1,2,1,0.4620125381643807
10/03/13,Parma,Torino,4,1,1,0.4751777423486728
16/03/13,Bologna,Juventus,0,2,0,0.3348196887926664
16/03/13,Catania,Udinese,3,1,1,0.3564737885317816
17/03/13,Fiorentina,Genoa,3,2,1,0.45967411051859897
17/03/13,Milan,Palermo,2,0,0,0.433991545471752
17/03/13,Napoli,Atalanta,3,2,1,0.4341745077578711
17/03/13,Pescara,Chievo,0,2,0,0.2689461924544677
17/03/13,Roma,Parma,2,0,0,0.5367555631937496
17/03/13,Siena,Cagliari,0,0,0,0.3890967507224088
17/03/13,Torino,Lazio,1,0,0,0.26240779550597193
30/03/13,Atalanta,Sampdoria,0,0,0,0.3235288223502415
30/03/13,Cagliari,Fiorentina,2,1,1,0.5574429574301374
30/03/13,Chievo,Milan,0,1,0,0.37489826409293636
30/03/13,Genoa,Siena,2,2,1,0.39934588794867537
30/03/13,Inter,Juventus,1,2,1,0.46674661750661595
30/03/13,Lazio,Catania,2,1,1,0.33016277182352394
30/03/13,Palermo,Roma,2,0,0,0.4814446949834533
30/03/13,Parma,Pescara,3,0,0,0.3360809627128035
30/03/13,Torino,Napoli,3,5,1,0.39384180416803316
30/03/13,Udinese,Bologna,0,0,0,0.2906079118442113
03/04/13,Sampdoria,Inter,0,2,0,0.36280190832076914
06/04/13,Bologna,Torino,2,2,1,0.4080663925020888
06/04/13,Juventus,Pescara,2,1,1,0.28729758271793093
07/04/13,Catania,Cagliari,0,0,0,0.39967858305869586
07/04/13,Fiorentina,Milan,2,2,1,0.5316087953637283
07/04/13,Inter,Atalanta,3,4,1,0.5359691606324124
07/04/13,Napoli,Genoa,2,0,0,0.38113621253250196
07/04/13,Sampdoria,Palermo,1,3,1,0.31594188224478137
07/04/13,Siena,Parma,0,0,0,0.33051492632836366
07/04/13,Udinese,Chievo,3,1,1,0.3391048583180315
08/04/13,Roma,Lazio,1,1,1,0.41574301520850343
13/04/13,Atalanta,Fiorentina,0,2,0,0.451054049974668
13/04/13,Pescara,Siena,2,3,1,0.3469996802235999
14/04/13,Cagliari,Inter,2,0,0,0.48135026448822177
14/04/13,Chievo,Catania,0,0,0,0.3143445073569439
14/04/13,Genoa,Sampdoria,1,1,1,0.36320577114523106
14/04/13,Milan,Napoli,1,1,1,0.4509346018273122
14/04/13,Palermo,Bologna,1,1,1,0.39091409720684644
14/04/13,Parma,Udinese,0,3,0,0.3399705438021934
14/04/13,Torino,Roma,1,2,1,0.5179856983110562
15/04/13,Lazio,Juventus,0,2,0,0.31158692745798866
20/04/13,Genoa,Atalanta,1,1,1,0.4627937939158588
20/04/13,Udinese,Lazio,1,0,0,0.2636197269177405
21/04/13,Bologna,Sampdoria,1,1,1,0.3805545051506885
21/04/13,Catania,Palermo,1,1,1,0.415290051200756
21/04/13,Fiorentina,Torino,4,3,1,0.5478917445526624
21/04/13,Inter,Parma,1,0,0,0.3775744670686204
21/04/13,Juventus,Milan,1,0,0,0.33630523812020935
21/04/13,Napoli,Cagliari,3,2,1,0.4454812518462534
21/04/13,Roma,Pescara,1,1,1,0.47133746830502055
21/04/13,Siena,Chievo,0,1,0,0.269590915931726
27/04/13,Atalanta,Bologna,1,1,1,0.43543576592069244
27/04/13,Cagliari,Udinese,0,1,0,0.34157062502346835
27/04/13,Pescara,Napoli,0,3,0,0.3400636096075187
28/04/13,Chievo,Genoa,0,1,0,0.3017513118745745
28/04/13,Milan,Catania,4,2,1,0.42665030308150664
28/04/13,Palermo,Inter,1,0,0,0.3949802616382633
28/04/13,Parma,Lazio,0,0,0,0.24234476790757092
28/04/13,Roma,Siena,4,0,0,0.4390221029070872
28/04/13,Sampdoria,Fiorentina,0,3,0,0.37681160493128374
28/04/13,Torino,Juventus,0,2,0,0.3443210888238156
04/05/13,Chievo,Cagliari,0,0,0,0.25534067306328134
04/05/13,Fiorentina,Roma,0,1,0,0.5003399909206416
05/05/13,Catania,Siena,3,0,0,0.34930814107327135
05/05/13,Genoa,Pescara,4,1,1,0.432190861712918
05/05/13,Juventus,Palermo,1,0,0,0.2886034175756661
05/05/13,Lazio,Bologna,6,0,0,0.2955780502972595
05/05/13,Milan,Torino,1,0,0,0.41236781027091207
05/05/13,Napoli,Inter,3,1,1,0.45976486229909475
05/05/13,Parma,Atalanta,2,0,0,0.3353190611705704
05/05/13,Udinese,Sampdoria,3,1,1,0.34747187195431783
07/05/13,Roma,Chievo,0,1,0,0.31285817778793273
08/05/13,Atalanta,Juventus,0,1,0,0.29225956887567817
08/05/13,Bologna,Napoli,0,3,0,0.3951951876857004
08/05/13,Cagliari,Parma,0,1,0,0.24935754498083595
08/05/13,Inter,Lazio,1,3,1,0.3547523705858475
08/05/13,Palermo,Udinese,2,3,1,0.3818012365828133
08/05/13,Pescara,Milan,0,4,0,0.31401381679020957
08/05/13,Sampdoria,Catania,1,1,1,0.3938069583844087
08/05/13,Siena,Fiorentina,0,1,0,0.29668115330464784
08/05/13,Torino,Genoa,0,0,0,0.3692299719718624
11/05/13,Catania,Pescara,1,0,0,0.3554926658596794
11/05/13,Juventus,Cagliari,1,1,1,0.2885730599969683
12/05/13,Chievo,Torino,1,1,1,0.32871383242844954
12/05/13,Fiorentina,Palermo,1,0,0,0.3724711650947733
12/05/13,Genoa,Inter,0,0,0,0.3839685446577821
12/05/13,Lazio,Sampdoria,2,0,0,0.31478410494700637
12/05/13,Milan,Roma,0,0,0,0.3788728535830679
12/05/13,Napoli,Siena,2,1,1,0.4085707000817022
12/05/13,Parma,Bologna,0,2,0,0.25083460847359307
12/05/13,Udinese,Atalanta,2,1,1,0.44237444205460413
18/05/13,Sampdoria,Juventus,3,2,1,0.337355519310261
19/05/13,Atalanta,Chievo,2,2,1,0.33727263844194993
19/05/13,Bologna,Genoa,0,0,0,0.3108024822315745
19/05/13,Cagliari,Lazio,1,0,0,0.23698514022693123
19/05/13,Inter,Udinese,2,5,1,0.4385540296392913
19/05/13,Palermo,Parma,1,3,1,0.317950900221347
19/05/13,Pescara,Fiorentina,1,5,1,0.3408583787948657
19/05/13,Roma,Napoli,2,1,1,0.45092099605565367
19/05/13,Siena,Milan,1,2,1,0.32776843335425365
19/05/13,Torino,Catania,2,2,1,0.4350150920287358
24/08/13,Sampdoria,Juventus,0,1,0,0.3117198942666769
24/08/13,Verona,Milan,2,1,1,0.22508909474787275
25/08/13,Cagliari,Atalanta,2,1,1,0.4349897901379874
25/08/13,Inter,Genoa,2,0,0,0.3306692547393104
25/08/13,Lazio,Udinese,2,1,1,0.3420154395220578
25/08/13,Livorno,Roma,0,2,0,0.17397790132993132
25/08/13,Napoli,Bologna,3,0,0,0.3582074472010845
25/08/13,Parma,Chievo,0,0,0,0.20870798078217884
25/08/13,Torino,Sassuolo,2,0,0,0.1835322167165259
26/08/13,Fiorentina,Catania,2,1,1,0.4697603696201541
31/08/13,Chievo,Napoli,2,4,1,0.35999419134241506
31/08/13,Juventus,Lazio,4,1,1,0.28930671281074627
01/09/13,Atalanta,Torino,2,0,0,0.3919025292619019
01/09/13,Bologna,Sampdoria,2,2,1,0.3941985055255346
01/09/13,Catania,Inter,0,3,0,0.34162375249573684
01/09/13,Genoa,Fiorentina,2,5,1,0.3810550041997929
01/09/13,Milan,Cagliari,3,1,1,0.4059136196665359
01/09/13,Roma,Verona,3,0,0,0.18956281649892465
01/09/13,Sassuolo,Livorno,1,4,1,0.04198057499844161
01/09/13,Udinese,Parma,3,1,1,0.39063897748477266
14/09/13,Inter,Juventus,1,1,1,0.38267487701432373
14/09/13,Napoli,Atalanta,2,0,0,0.4287975083591231
14/09/13,Torino,Milan,2,2,1,0.4022584324414161
15/09/13,Fiorentina,Cagliari,1,1,1,0.46222208933128683
15/09/13,Lazio,Chievo,3,0,0,0.24082253128873432
15/09/13,Livorno,Catania,2,0,0,0.21223021025068536
15/09/13,Sampdoria,Genoa,0,3,0,0.30995624964508467
15/09/13,Udinese,Bologna,1,1,1,0.4443944696896759
15/09/13,Verona,Sassuolo,2,0,0,0.03985990321401149
16/09/13,Parma,Roma,1,3,1,0.3116862913225491
21/09/13,Cagliari,Sampdoria,2,2,1,0.468588042354555
21/09/13,Chievo,Udinese,2,1,1,0.4661406376966045
21/09/13,Genoa,Livorno,0,0,0,0.16183986894306351
22/09/13,Atalanta,Fiorentina,0,2,0,0.3866119648847929
22/09/13,Bologna,Torino,1,2,1,0.41695110340748315
22/09/13,Catania,Parma,0,0,0,0.2899369058636452
22/09/13,Juventus,Verona,2,1,1,0.2401796933887621
22/09/13,Milan,Napoli,1,2,1,0.46935180807510757
22/09/13,Roma,Lazio,2,0,0,0.27256957407524557
22/09/13,Sassuolo,Inter,0,7,0,0.17291809355924168
24/09/13,Udinese,Genoa,1,0,0,0.37448328758046984
25/09/13,Bologna,Milan,3,3,1,0.5003695423848904
25/09/13,Chievo,Juventus,1,2,1,0.431009136537939
25/09/13,Lazio,Catania,3,1,1,0.3402721062886095
25/09/13,Livorno,Cagliari,1,1,1,0.3070707373304707
25/09/13,Napoli,Sassuolo,1,1,1,0.29334162815546316
25/09/13,Parma,Atalanta,4,3,1,0.3767517199983019
25/09/13,Sampdoria,Roma,0,2,0,0.29995669037015515
25/09/13,Torino,Verona,2,2,1,0.29677509417279435
26/09/13,Inter,Fiorentina,2,1,1,0.45662204831833486
28/09/13,Genoa,Napoli,0,2,0,0.341839552340092
28/09/13,Milan,Sampdoria,1,0,0,0.4374908296873008
29/09/13,Atalanta,Udinese,2,0,0,0.4173920082015731
29/09/13,Cagliari,Inter,1,1,1,0.4610189460970783
29/09/13,Catania,Chievo,2,0,0,0.2887331721462819
29/09/13,Roma,Bologna,5,0,0,0.2981127134324377
29/09/13,Sassuolo,Lazio,2,2,1,0.24025789002212083
29/09/13,Torino,Juventus,0,1,0,0.41545452066407224
29/09/13,Verona,Livorno,2,1,1,0.16177671498555646
30/09/13,Fiorentina,Parma,2,2,1,0.46252103027665914
05/10/13,Chievo,Atalanta,0,1,0,0.3510235465280818
05/10/13,Inter,Roma,0,3,0,0.3221034657435724
06/10/13,Bologna,Verona,1,4,1,0.3683493936739799
06/10/13,Catania,Genoa,1,1,1,0.25924938881730464
06/10/13,Juventus,Milan,3,2,1,0.5413233256632316
06/10/13,Lazio,Fiorentina,0,0,0,0.3835458797486283
06/10/13,Napoli,Livorno,4,0,0,0.2562383416556932
06/10/13,Parma,Sassuolo,3,1,1,0.2927018202324027
06/10/13,Sampdoria,Torino,2,2,1,0.4116667587828018
06/10/13,Udinese,Cagliari,2,0,0,0.4921844163985033
18/10/13,Roma,Napoli,2,0,0,0.29560549785349055
19/10/13,Cagliari,Catania,2,1,1,0.4917578662531984
19/10/13,Milan,Udinese,1,0,0,0.4355134449094644
20/10/13,Atalanta,Lazio,2,1,1,0.33196884730691634
20/10/13,Fiorentina,Juventus,4,2,1,0.5205664106582623
20/10/13,Genoa,Chievo,2,1,1,0.3257805191750001
20/10/13,Livorno,Sampdoria,1,2,1,0.3121203243315707
20/10/13,Sassuolo,Bologna,2,1,1,0.3480391802766869
20/10/13,Torino,Inter,3,3,1,0.43983648417799015
20/10/13,Verona,Parma,3,2,1,0.38087395495354515
26/10/13,Inter,Verona,4,2,1,0.4278633353666398
26/10/13,Sampdoria,Atalanta,1,0,0,0.32568381708292804
27/10/13,Bologna,Livorno,1,0,0,0.31994507739605077
27/10/13,Catania,Sassuolo,0,0,0,0.267931538451365
27/10/13,Chievo,Fiorentina,1,2,1,0.466367763946947
27/10/13,Juventus,Genoa,2,0,0,0.34013891749020897
27/10/13,Lazio,Cagliari,2,0,0,0.38331294766152646
27/10/13,Napoli,Torino,2,0,0,0.39518197660416643
27/10/13,Parma,Milan,3,2,1,0.5521013206041043
27/10/13,Udinese,Roma,0,1,0,0.26701136896692496
29/10/13,Atalanta,Inter,1,1,1,0.41110484309829104
30/10/13,Cagliari,Bologna,0,3,0,0.41815503432250894
30/10/13,Fiorentina,Napoli,1,2,1,0.4909757151439851
30/10/13,Genoa,Parma,1,0,0,0.3474745200851094
30/10/13,Juventus,Catania,4,0,0,0.38647976177990573
30/10/13,Livorno,Torino,3,3,1,0.3613370499384598
30/10/13,Milan,Lazio,1,1,1,0.45576014216220245
30/10/13,Sassuolo,Udinese,1,2,1,0.3472939086506207
30/10/13,Verona,Sampdoria,2,0,0,0.34553431807539614
31/10/13,Roma,Chievo,1,0,0,0.22149781292965565
02/11/13,Milan,Fiorentina,0,2,0,0.4593983769490748
02/11/13,Napoli,Catania,2,1,1,0.40026562406646865
02/11/13,Parma,Juventus,0,1,0,0.4148689027164826
03/11/13,Lazio,Genoa,0,2,0,0.2503439693654197
03/11/13,Livorno,Atalanta,1,0,0,0.26592618625882525
03/11/13,Sampdoria,Sassuolo,3,4,1,0.3403699978036868
03/11/13,Torino,Roma,1,1,1,0.36089880263937696
03/11/13,Udinese,Inter,0,3,0,0.3881140064803146
03/11/13,Verona,Cagliari,2,1,1,0.42096933837331596
04/11/13,Bologna,Chievo,0,0,0,0.32578704524132307
09/11/13,Catania,Udinese,1,0,0,0.29426508913276544
09/11/13,Inter,Livorno,2,0,0,0.31335667806835055
10/11/13,Atalanta,Bologna,2,1,1,0.36113690481970856
10/11/13,Cagliari,Torino,2,1,1,0.5490234142556469
10/11/13,Chievo,Milan,0,0,0,0.3853024940351103
10/11/13,Fiorentina,Sampdoria,2,1,1,0.5225489427488509
10/11/13,Genoa,Verona,2,0,0,0.28116352360818164
10/11/13,Juventus,Napoli,3,0,0,0.32277312547364434
10/11/13,Parma,Lazio,1,1,1,0.43916302927586726
10/11/13,Roma,Sassuolo,1,1,1,0.3055601974896873
23/11/13,Milan,Genoa,1,1,1,0.34889796899875863
23/11/13,Napoli,Parma,0,1,0,0.35863013998323046
23/11/13,Verona,Chievo,0,1,0,0.28614226775219426
24/11/13,Bologna,Inter,1,1,1,0.4377862635605402
24/11/13,Livorno,Juventus,0,2,0,0.2415256311643128
24/11/13,Sampdoria,Lazio,1,1,1,0.43761374185451973
24/11/13,Sassuolo,Atalanta,2,0,0,0.33484358695282235
24/11/13,Torino,Catania,4,1,1,0.5261109243470343
24/11/13,Udinese,Fiorentina,1,0,0,0.34337859350037425
25/11/13,Roma,Cagliari,0,0,0,0.31678464682294594
30/11/13,Genoa,Torino,1,1,1,0.465567855117412
30/11/13,Parma,Bologna,1,1,1,0.4544178833557242
01/12/13,Atalanta,Roma,1,1,1,0.3451707261003485
01/12/13,Cagliari,Sassuolo,2,2,1,0.4615323808099524
01/12/13,Catania,Milan,1,3,1,0.46241623658327563
01/12/13,Chievo,Livorno,3,0,0,0.20558705435467006
01/12/13,Inter,Sampdoria,1,1,1,0.4998827250789785
01/12/13,Juventus,Udinese,1,0,0,0.2287706969510484
02/12/13,Fiorentina,Verona,4,3,1,0.5091005552124321
02/12/13,Lazio,Napoli,2,4,1,0.3855386410366006
06/12/13,Bologna,Juventus,0,2,0,0.29289331468883334
07/12/13,Livorno,Milan,2,2,1,0.39760613788028193
07/12/13,Napoli,Udinese,3,3,1,0.32053830512137965
08/12/13,Cagliari,Genoa,2,1,1,0.4245117797958703
08/12/13,Inter,Parma,3,3,1,0.48873320741816045
08/12/13,Roma,Fiorentina,2,1,1,0.40165597446662815
08/12/13,Sampdoria,Catania,2,0,0,0.3989511578644428
08/12/13,Sassuolo,Chievo,0,1,0,0.25781325215460194
08/12/13,Torino,Lazio,1,0,0,0.4871607110776034
08/12/13,Verona,Atalanta,2,1,1,0.3742361963601548
14/12/13,Catania,Verona,0,0,0,0.3247882687743504
15/12/13,Chievo,Sampdoria,0,1,0,0.3003356945376242
15/12/13,Fiorentina,Bologna,3,0,0,0.4654753954658515
15/12/13,Genoa,Atalanta,1,1,1,0.4064853221008065
15/12/13,Juventus,Sassuolo,4,0,0,0.2593175237282286
15/12/13,Lazio,Livorno,2,0,0,0.23834933948869813
15/12/13,Napoli,Inter,4,2,1,0.48201656134929977
15/12/13,Parma,Cagliari,0,0,0,0.4249863239447014
15/12/13,Udinese,Torino,0,2,0,0.3727742568731955
16/12/13,Milan,Roma,2,2,1,0.4654843504940791
21/12/13,Cagliari,Napoli,1,1,1,0.5225691225119625
21/12/13,Livorno,Udinese,1,2,1,0.2563093123401031
22/12/13,Atalanta,Juventus,1,4,1,0.3703012168659372
22/12/13,Bologna,Genoa,1,0,0,0.3260656199427455
22/12/13,Inter,Milan,1,0,0,0.5077675859447703
22/12/13,Roma,Catania,4,0,0,0.33504300370323514
22/12/13,Sampdoria,Parma,1,1,1,0.446731165903564
22/12/13,Sassuolo,Fiorentina,0,1,0,0.33736417162577026
22/12/13,Torino,Chievo,4,1,1,0.3753287364746045
22/12/13,Verona,Lazio,4,1,1,0.4121944795775939
05/01/14,Chievo,Cagliari,0,0,0,0.28899280394139604
05/01/14,Fiorentina,Livorno,1,0,0,0.2968423693331236
05/01/14,Juventus,Roma,3,0,0,0.2508292788014137
06/01/14,Catania,Bologna,2,0,0,0.27247848183036977
06/01/14,Genoa,Sassuolo,2,0,0,0.2912371991635929
06/01/14,Lazio,Inter,1,0,0,0.3840400275358804
06/01/14,Milan,Atalanta,3,0,0,0.43959620013543665
06/01/14,Napoli,Sampdoria,2,0,0,0.41176899393550276
06/01/14,Parma,Torino,3,1,1,0.5395953183384727
06/01/14,Udinese,Verona,1,3,1,0.3505635044335052
11/01/14,Bologna,Lazio,0,0,0,0.3206227571605498
11/01/14,Livorno,Parma,0,3,0,0.31204910893477494
12/01/14,Atalanta,Catania,2,1,1,0.4461632652367579
12/01/14,Cagliari,Juventus,1,4,1,0.4006908485163106
12/01/14,Roma,Genoa,4,0,0,0.2800280387850548
12/01/14,Sassuolo,Milan,4,3,1,0.40336696841637376
12/01/14,Torino,Fiorentina,0,0,0,0.4011880506216544
12/01/14,Verona,Napoli,0,3,0,0.39985935837851744
13/01/14,Inter,Chievo,1,1,1,0.36495935331606066
13/01/14,Sampdoria,Udinese,3,0,0,0.3273775218872931
18/01/14,Juventus,Sampdoria,4,2,1,0.3307836222621577
18/01/14,Roma,Livorno,3,0,0,0.19917789545937742
19/01/14,Atalanta,Cagliari,1,0,0,0.4415785198028419
19/01/14,Bologna,Napoli,2,2,1,0.3650014308521353
19/01/14,Catania,Fiorentina,0,3,0,0.2616784722719335
19/01/14,Chievo,Parma,1,2,1,0.37459704431946794
19/01/14,Genoa,Inter,1,0,0,0.3494092023984323
19/01/14,Milan,Verona,1,0,0,0.3825554027569915
19/01/14,Sassuolo,Torino,0,2,0,0.3522017607407321
19/01/14,Udinese,Lazio,2,3,1,0.35886591903463405
25/01/14,Lazio,Juventus,1,1,1,0.35396041779615284
25/01/14,Napoli,Chievo,1,1,1,0.3950872422112386
26/01/14,Cagliari,Milan,1,2,1,0.5356097799474087
26/01/14,Fiorentina,Genoa,3,3,1,0.34856933399294404
26/01/14,Inter,Catania,0,0,0,0.32595145932859915
26/01/14,Livorno,Sassuolo,3,1,1,0.2665456692618723
26/01/14,Parma,Udinese,1,0,0,0.3881209445894626
26/01/14,Sampdoria,Bologna,1,1,1,0.3716209699306484
26/01/14,Torino,Atalanta,1,0,0,0.37910405171803063
26/01/14,Verona,Roma,1,3,1,0.36273707126112537
01/02/14,Bologna,Udinese,0,2,0,0.2835583662537533
01/02/14,Cagliari,Fiorentina,1,0,0,0.36622751876126364
01/02/14,Milan,Torino,1,1,1,0.46150642504840256
02/02/14,Atalanta,Napoli,3,0,0,0.4110458101008302
02/02/14,Catania,Livorno,3,3,1,0.2388085243702669
02/02/14,Chievo,Lazio,0,2,0,0.33491694651220194
02/02/14,Juventus,Inter,3,1,1,0.3984309890262492
02/02/14,Sassuolo,Verona,1,2,1,0.361040364555154
03/02/14,Genoa,Sampdoria,0,1,0,0.3184598674635175
08/02/14,Fiorentina,Atalanta,2,0,0,0.30138861018786883
08/02/14,Napoli,Milan,3,1,1,0.5259076442507693
08/02/14,Udinese,Chievo,3,0,0,0.2877335819752215
09/02/14,Inter,Sassuolo,1,0,0,0.33262782128785384
09/02/14,Lazio,Roma,0,0,0,0.2898465895018311
09/02/14,Livorno,Genoa,0,1,0,0.2388553199102737
09/02/14,Parma,Catania,0,0,0,0.31242232162972866
09/02/14,Sampdoria,Cagliari,1,0,0,0.3202247139648338
09/02/14,Torino,Bologna,1,2,1,0.3950830796497977
09/02/14,Verona,Juventus,2,2,1,0.4766111539148248
14/02/14,Milan,Bologna,1,0,0,0.37738205132367
15/02/14,Fiorentina,Inter,1,2,1,0.37120313487577916
16/02/14,Atalanta,Parma,0,4,0,0.3278476079238558
16/02/14,Cagliari,Livorno,1,2,1,0.3671787978518351
16/02/14,Catania,Lazio,3,1,1,0.32245715974856914
16/02/14,Genoa,Udinese,3,3,1,0.2874274909888501
16/02/14,Juventus,Chievo,3,1,1,0.4007856400829766
16/02/14,Roma,Sampdoria,3,0,0,0.24309524603169974
16/02/14,Sassuolo,Napoli,0,2,0,0.3389731639790674
17/02/14,Verona,Torino,1,3,1,0.5064749028156278
22/02/14,Bologna,Roma,0,1,0,0.25189226542848153
23/02/14,Chievo,Catania,2,0,0,0.2837193707434438
23/02/14,Inter,Cagliari,1,1,1,0.40157104698542545
23/02/14,Juventus,Torino,1,0,0,0.4455890967652254
23/02/14,Lazio,Sassuolo,3,2,1,0.34565913320728403
23/02/14,Livorno,Verona,2,3,1,0.41049328017534065
23/02/14,Sampdoria,Milan,0,2,0,0.372333666277439
23/02/14,Udinese,Atalanta,1,1,1,0.3092098201337663
24/02/14,Napoli,Genoa,1,1,1,0.38312683494693794
24/02/14,Parma,Fiorentina,2,2,1,0.32736508746917203
01/03/14,Roma,Inter,0,0,0,0.269696458166974
02/03/14,Atalanta,Chievo,2,1,1,0.3592218956769972
02/03/14,Cagliari,Udinese,3,0,0,0.35994180871256787
02/03/14,Fiorentina,Lazio,0,1,0,0.36136627890952994
02/03/14,Genoa,Catania,2,0,0,0.25149160810794935
02/03/14,Livorno,Napoli,1,1,1,0.42505455448623153
02/03/14,Milan,Juventus,0,2,0,0.39232631866883305
02/03/14,Sassuolo,Parma,0,1,0,0.29426989188284824
